name;avg_price;cuisine_features;telephone;address;location;opinions;ratings;comments_count;                 features;schedule;appetizing_dishes;restaurant_features;similar_restaurants;web_site
Aires Criollos Parrilla;Rango de precios por persona 9 €-22 €;Argentina;tel:+34912253003;Avenida JUAN CARLOS I, 13, Alcala de Henares;Avenida JUAN CARLOS I, 13, Alcala de Henares, Comunidad de Madrid, España;{"arroz": "good", "carne": "good", "filetes": "good", "entrecote": "good", "entrecot": "good", "carne de vaca": "good", "marisco": "good", "chorizo": "normal", "sopa": "normal", "patatas": "normal"};{"Foursquare": "Sin valorar a\u00fan", "Google": "2.9/5", "Facebook": "3/5", "Trip": "4.7/5"};{"Foursquare": 0, "Google": "52", "Facebook": 0, "Trip": "28"};No hay entrega, Para llevar, Tarjetas de crédito aceptadas, Reserva;{"Lunes": "Cerrado", "Martes": "12:00-17:00, 20:00-23:00", "Mi\u00e9rcoles": "12:00-17:00, 20:00-23:00", "Jueves": "12:00-17:00, 20:00-23:00", "Viernes": "12:00-17:00, 20:00-23:00", "S\u00e1bado": "12:00-17:00, 20:00-23:00", "Domingo": "12:00-17:00, 20:00-23:00"};arroz, carne, filetes, entrecote, carne de vaca, marisco, chorizo, sopa, patatas, pescado, carne a la parrilla, patatas fritas, tarta de queso, entrantes, cerdo, pollo a la parrilla, pollo, helado, helados, la salsa, queso, venado, pulpo;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Puerto Madero - Alcala, Asador colhen, RefugiO PatagoniA, Palermo Hollywood S.L.;
Mi Niña Lola;;;;C. Cerrajeros, 16, Alcala de Henares;C. Cerrajeros, 16, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "excellent", "laing": "good", "pescado": "excellent", "completo": "excellent", "rape": "excellent", "tapas": "normal", "cerveza": "good", "ron": "normal", "vino": "bad"};{"Google": "4.3/5"};{"Google": "140"};No hay entrega;{"Lunes": "Cerrado", "Martes": "19:00-21:00", "Mi\u00e9rcoles": "17:00-22:30", "Jueves": "13:00-23:00", "Viernes": "13:00-23:00", "S\u00e1bado": "13:00-23:00", "Domingo": "13:00-23:00"};laing, pescado, rape, tapas, carne, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa;estupenda ubicación, comida para llevar, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Winchester Bar de Rock, BAR EL RECOVECO, La Panadería, Music Bar, Tyche;
De Juan;Rango de precios por persona 11 €-21 €;Española;tel:+34918328472;Calle de Ramón y Cajal, 6, 8, Alcala de Henares;Calle de Ramón y Cajal, 6, 8, Alcala de Henares, Comunidad de Madrid, España;{"pescado": "normal", "carne": "normal", "carne de vaca": "normal", "cerdo": "normal", "sopa": "normal", "patatas": "normal", "la salsa": "bad", "pollo": "bad"};{"Google": "3.1/5", "Facebook": "2,6/5", "Trip": "4.7/5"};{"Yelp": "3", "Google": "159", "Facebook": "5", "Trip": "56"};No hay entrega, Asientos al aire libre, Para llevar, Tarjetas de crédito aceptadas, Reserva;{"Lunes": "07:00-23:00", "Martes": "07:00-23:00", "Mi\u00e9rcoles": "07:00-23:00", "Jueves": "07:00-23:00", "Viernes": "07:00-00:00", "S\u00e1bado": "07:00-00:00", "Domingo": "Cerrado"};pescado, carne, chorizo, carne de vaca, cerdo, sopa, patatas, salmón, pasteles, la salsa, pollo, hamburguesas completas, morcilla, patatas fritas, helado, pasta, helados, queso, ensalada de huevo;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;RESTAURANTE SONO COOK&WINE, Garnacha;
Globus;Rango de precios por persona hasta 9 €;;tel:+34646474043;1Bis, C. Ánimas, Alcala de Henares;1Bis, C. Ánimas, Alcala de Henares, Comunidad de Madrid, España;{"patatas": "good", "tapas": "good", "laing": "good", "cerveza": "excellent"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.7/5", "Facebook": "5/5", "Trip": "Sin valorar a\u00fan"};{"Foursquare": 0, "Google": "43", "Facebook": "2", "Trip": 0};;{"Lunes": "12:00-16:00, 20:00-23:00", "Martes": "12:00-16:00, 20:00-23:00", "Mi\u00e9rcoles": "09:30-16:00, 20:00-23:00", "Jueves": "12:00-16:00, 20:00-23:00", "Viernes": "12:00-16:00, 20:00-23:00", "S\u00e1bado": "12:00-16:00, 20:00-23:00", "Domingo": "12:00-16:00, 20:00-23:00"};patatas, tapas, laing, carne, pescado, rape, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;History Alcala, New Twister, Bar - Cafeteria Marbella, Café Bar Guiñol;
Sanabel;Rango de precios por persona hasta 9 €;;tel:+34912800506;C. Beatriz Galindo, nº5, Alcala de Henares;C. Beatriz Galindo, nº5, Alcala de Henares, Comunidad de Madrid, España;{"desayuno": "excellent", "personal amable": "excellent", "pastela": "excellent", "pasteles dominicanos": "excellent", "laing": "excellent", "tostada": "good", "pasteles": "excellent", "pastelitos": "good", "t\u00e9 marroqu\u00ed": "excellent", "caf\u00e9": "excellent"};{"Google": "4.6/5"};{"Google": "77"};Tarjetas de crédito aceptadas, No hay entrega, Asientos al aire libre, Para llevar;{"Lunes": "08:30-15:00, 17:00-22:30", "Martes": "Cerrado", "Mi\u00e9rcoles": "08:30-15:00, 17:00-22:30", "Jueves": "08:30-15:00, 17:00-22:30", "Viernes": "08:30-15:00, 17:00-22:30", "S\u00e1bado": "09:00-15:00, 17:00-22:30", "Domingo": "09:00-15:00, 17:00-22:30"};pastela, pasteles dominicanos, pasteles, laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa;comida para llevar, desayuno, personal amable, estupenda ubicación, pedir comida a domicilio, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Bar - Cafeteria Marbella, Globus, Nuevo restaurante casalar, Cleveland Café;
Nuevo restaurante casalar;Rango de precios por persona 9 €-22 €;Española;tel:+34911408527;C. Nardo, Alcala de Henares;C. Nardo, Alcala de Henares, Comunidad de Madrid, España;{"carne de vaca": "good", "carne": "normal", "paella": "excellent", "sopa": "excellent", "hamburguesas americanas": "good", "hamburguesas completas": "good", "filetes": "good", "entrecote": "good", "entrecot": "good", "ensaladas": "good"};{"Google": "4.2/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Google": "248", "Facebook": "7", "Trip": "9"};Asientos al aire libre, Para llevar, Reserva;{"Lunes": "Cerrado", "Martes": "08:00-00:00", "Mi\u00e9rcoles": "08:00-00:00", "Jueves": "08:00-00:00", "Viernes": "08:00-00:00", "S\u00e1bado": "09:00-00:00", "Domingo": "09:00-23:00"};carne de vaca, carne, paella, sopa, hamburguesas americanas, hamburguesas completas, filetes, entrecote, ensaladas, patatas, helado, macarrones, helados, flan, cerdo, pescado, pulpo, marisco, sándwiches;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Pepe Pasión, La Posada Magistral, LA BELGA Gofreria-creperia, Café Bar Guiñol;http://www.rutadelosmesones.com
Devotion " Café Lounge Bar ";Rango de precios por persona hasta 9 €;Española;tel:+34628169898;AVENIDA JUAN CARLOS I , 13 LOCAL 17, Alcala de Henares;AVENIDA JUAN CARLOS I , 13 LOCAL 17, Alcala de Henares, Comunidad de Madrid, España, 28806;{"laing": "excellent", "tapas": "excellent", "helado": "excellent", "helados": "excellent", "helado de caf\u00e9": "excellent", "caf\u00e9": "excellent", "batidos": "excellent", "caf\u00e9 helado": "excellent"};{"Facebook": "5/5"};{"Facebook": "10"};;;helado, helados, laing, tapas, carne, pescado, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Indalo Tapas Alcalá Garena, MOMO La Garena, Bar La Mezquita, Restaurante La Caja Fuerte;
Cleveland Café;Rango de precios por persona hasta 9 €;;;C. los Molinos, 7, Alcala de Henares;C. los Molinos, 7, Alcala de Henares, Comunidad de Madrid, España;{"desayuno": "excellent", "tapas": "excellent", "pescado": "excellent", "rape": "excellent", "aperitivos": "excellent", "laing": "excellent", "venado": "excellent", "carne": "excellent", "pinchos": "good", "cerveza": "good"};{"Google": "4.6/5"};{"Google": "74"};No hay entrega;{"Lunes": "08:15-23:00", "Martes": "08:15-23:00", "Mi\u00e9rcoles": "08:15-23:00", "Jueves": "08:15-23:00", "Viernes": "08:15-23:00", "S\u00e1bado": "08:15-23:00", "Domingo": "Cerrado"};tapas, pescado, rape, aperitivos, laing, venado, carne, pinchos, patatas, cerdo, queso, sopa;desayuno, comida para llevar, estupenda ubicación, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Café Continental, Al Detalle, Pepe Pasión, LA BELGA Gofreria-creperia;
LA BELGA Gofreria-creperia;Rango de precios por persona hasta 9 €;Española;tel:+34911271133;28802 Alcalá de Henares, Alcala de Henares;28802 Alcalá de Henares, Alcala de Henares, Comunidad de Madrid, España;{"tostada": "excellent", "pescado": "good", "tosta de tomate": "excellent", "bruchetas": "excellent", "salm\u00f3n": "excellent", "at\u00fan": "excellent", "pizza pides": "good", "rape": "good", "jam\u00f3n": "good", "carne": "good"};{"Google": "4.3/5", "Facebook": "Sin valorar a\u00fan"};{"Google": "420", "Facebook": 0};Entrega, Para llevar;{"Lunes": "08:00-23:00", "Martes": "08:00-23:00", "Mi\u00e9rcoles": "08:00-23:00", "Jueves": "08:00-23:00", "Viernes": "08:00-23:00", "S\u00e1bado": "09:00-23:00", "Domingo": "09:00-23:00"};crepes, tortitas, gofres, pescado, bruchetas, chocolate caliente, salmón, atún, gofres belgas, rape, jamón, carne, cerdo, queso, helado, helados, laing;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Café de Libreros, Repostería Paraninfo, Pepe Pasión, Cafetería la Morada;https://la-belga-gofreria.negocio.site/
Bar la Fervienza;Rango de precios por persona hasta 9 €;;tel:+34910011781;Parque de los Nogales, 1, Alcala de Henares;Parque de los Nogales, 1, Alcala de Henares, Comunidad de Madrid, España;{"desayuno": "good", "aperitivos": "excellent", "pinchos": "excellent", "croquetas": "excellent", "laing": "excellent", "arroz": "excellent", "tortilla de patata": "excellent", "rape": "excellent", "pescado": "excellent", "guiso": "good", "tapas": "excellent"};{"Google": "4.4/5", "Facebook": "5/5"};{"Google": "225", "Facebook": "3"};Tarjetas de crédito aceptadas, No hay entrega, Asientos al aire libre, Para llevar, Reserva;{"Lunes": "06:00-23:00", "Martes": "06:00-23:00", "Mi\u00e9rcoles": "06:00-23:00", "Jueves": "06:00-23:00", "Viernes": "06:00-23:00", "S\u00e1bado": "06:45-23:00", "Domingo": "06:45-23:00"};aperitivos, pinchos, croquetas, laing, arroz, tortilla de patata, rape, pescado, guiso, tapas, carne, patatas, cerdo;comida para llevar, desayuno, estupenda ubicación, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Antanis, Cervecería Beep's, CUBAR 33, Bar Castaño;
Los Pinos De Daganzo;Rango de precios por persona hasta 9 €;Española;tel:+34918800695;Carretera de Daganzo Km 3.200 28806, Alcala de Henares;Carretera de Daganzo Km 3.200 28806, Alcala de Henares, Comunidad de Madrid, España;{"gran servicio": "excellent", "rape": "excellent", "laing": "excellent", "sopa": "excellent", "carne": "excellent", "alb\u00f3ndigas": "excellent", "gazpacho": "excellent", "cocido": "good", "aperitivos": "good", "pescado": "excellent", "cerveza": "excellent"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.4/5", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": 0, "Google": "220", "Facebook": 0};Tarjetas de crédito aceptadas, Reserva, Asientos al aire libre, Para llevar;{"Lunes": "05:15-18:00", "Martes": "05:15-18:00", "Mi\u00e9rcoles": "05:15-18:00", "Jueves": "05:15-18:15", "Viernes": "05:15-18:00", "S\u00e1bado": "06:00-13:00", "Domingo": "Cerrado"};rape, laing, sopa, carne, albóndigas, gazpacho, cocido, aperitivos, pescado, tapas, patatas, cerdo, queso;comida para llevar, gran servicio, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, cenas, ambiente acogedor, almuerzo, carta de vinos;Rus, MOMO La Garena, Juanjo, Unión;http://www.madrid.net/empresa/alcala-de-henares/comida-casera/los-pinos-de-daganzo-alcala-de-henares-0d6.html1
CUBAR 33;Rango de precios por persona hasta 9 €;;tel:+34912310649;C. Dulcinea, 3, Alcala de Henares;C. Dulcinea, 3, Alcala de Henares, Comunidad de Madrid, España;{"desayuno": "excellent", "ambiente acogedor": "good", "laing": "excellent", "tapas": "excellent", "bocadillos": "excellent", "sopa": "excellent", "empanadas": "excellent", "menudo": "excellent", "aperitivos": "excellent", "tortilla de patata": "good", "patatas": "good", "cerveza": "excellent"};{"Google": "4.7/5"};{"Google": "36"};No hay entrega, Asientos al aire libre, Para llevar;{"Lunes": "08:30-22:00", "Martes": "08:30-22:00", "Mi\u00e9rcoles": "08:30-22:00", "Jueves": "08:30-22:00", "Viernes": "08:30-22:00", "S\u00e1bado": "09:30-16:30", "Domingo": "09:30-16:30"};laing, tapas, bocadillos, sopa, empanadas, menudo, aperitivos, tortilla de patata, patatas, carne, pescado, rape, cerdo, queso;desayuno, ambiente acogedor, comida para llevar, estupenda ubicación, pedir comida a domicilio, personal amable, gran servicio, cenas, almuerzo, carta de vinos;El Rinconcito de Bombón, Bar la Fervienza, Bar Castaño, Bar Los Buenos;
La Vieja Escuela;Rango de precios por persona hasta 9 €;;tel:+34918838322;C. Milán, 52, Alcala de Henares;C. Milán, 52, Alcala de Henares, Comunidad de Madrid, España;{"marisco": "excellent", "carne": "good", "pescado": "good", "rape": "good", "paella": "excellent", "cordero": "excellent", "asado de cordero": "excellent", "asado": "excellent", "gambas": "excellent", "tortilla de patata": "good"};{"Google": "4.3/5", "Facebook": "5/5"};{"Google": "370", "Facebook": 0};Tarjetas de crédito aceptadas, No hay entrega, Asientos al aire libre, Para llevar, Reserva;{"Lunes": "06:00-23:00", "Martes": "06:00-23:00", "Mi\u00e9rcoles": "06:00-23:00", "Jueves": "06:00-23:00", "Viernes": "06:00-23:00", "S\u00e1bado": "07:00-18:00", "Domingo": "Cerrado"};marisco, carne, pescado, rape, paella, cordero, asado de cordero, asado, gambas, tortilla de patata, patatas, churrasco, tapas, jamón, cerdo, carne de vaca, pastelito de manzana, empanadas;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Burger King, De Julia, Blanco’s, Urban Diner;
Milord;Rango de precios por persona hasta 9 €;;tel:+34918826827;Calle Flores, 4, Alcala de Henares;Calle Flores, 4, Alcala de Henares, Comunidad de Madrid, España;{"tapas": "excellent", "laing": "excellent", "chocolate": "excellent"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.8/5", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": "1", "Google": "19", "Facebook": 0};No hay entrega;{"Lunes": "20:00-23:00", "Martes": "20:00-23:00", "Mi\u00e9rcoles": "20:00-23:00", "Jueves": "20:00-23:00", "Viernes": "20:00-23:00", "S\u00e1bado": "20:00-23:00", "Domingo": "13:30-16:00, 20:00-23:00"};tapas, laing, carne, pescado, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;D'Antxon, Kebab caspian, San Diego Coffee Co. Bedel, Urban Poke Bar - Alcalá de Henares;
De Julia;Rango de precios por persona hasta 9 €;Española;tel:+34918305702;C. C. Quadernillos, Alcala de Henares;C. C. Quadernillos, Alcala de Henares, Comunidad de Madrid, España;{"pescado": "excellent", "alb\u00f3ndigas": "excellent", "s\u00e1ndwiches vegetarianos": "excellent", "la salsa": "excellent", "entrecote": "good", "entrecot": "good", "carne": "normal", "cordero": "good", "s\u00e1ndwiches": "normal", "filetes": "normal"};{"Google": "3.6/5", "Facebook": "4,1/5", "Trip": "4.7/5"};{"Google": "540", "Facebook": "14", "Trip": "3"};Tarjetas de crédito aceptadas, No hay entrega, Asientos al aire libre, Para llevar, Reserva, Estacionamiento;{"Lunes": "09:00-23:00", "Martes": "09:00-23:00", "Mi\u00e9rcoles": "09:00-23:00", "Jueves": "09:00-23:00", "Viernes": "09:00-23:00", "S\u00e1bado": "11:00-00:00", "Domingo": "11:00-00:00"};pescado, albóndigas, la salsa, entrecote, carne, cordero, sándwiches, filetes, arroz, patatas fritas, pollo, carne de vaca, marisco, patatas, beicon, pasta, queso, atún, venado, cerdo;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Antanis, Tupamaro, La Cocina De Inma, La Gola;http://blancosdejulia.com/
Los Jardines;Rango de precios por persona hasta 9 €;Española;tel:+34914109994;C. Pedro Serrano, 3, Alcala de Henares;C. Pedro Serrano, 3, Alcala de Henares, Comunidad de Madrid, España;{"carta de vinos": "excellent", "desayuno": "bad", "aperitivos": "excellent", "cocido": "excellent", "sopa": "excellent", "laing": "excellent", "estofado": "excellent", "fabada": "excellent", "pulpo": "excellent", "rape": "excellent", "pescado": "excellent", "cordero": "excellent"};{"Google": "4.3/5", "Facebook": "5/5"};{"Google": "358", "Facebook": "2"};No hay entrega, Asientos al aire libre, Para llevar, Reserva;{"Lunes": "07:00-04:00", "Martes": "07:00-01:00", "Mi\u00e9rcoles": "07:00-01:00", "Jueves": "07:00-01:00", "Viernes": "07:00-01:00", "S\u00e1bado": "08:00-01:00", "Domingo": "08:00-01:00"};aperitivos, cocido, sopa, laing, estofado, fabada, pulpo, rape, pescado, cordero, marisco, caracoles, carne, cerdo, beicon, tapas;comida para llevar, carta de vinos, desayuno, estupenda ubicación, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo;Bar - Cafeteria Marbella, Café Bar Guiñol, Nuevo Arlanza Taperia, Cafeteria Luis;
Café Bar Guiñol;Rango de precios por persona hasta 9 €;Española;tel:+34918825052;P.º de los Curas, 7, Alcala de Henares;P.º de los Curas, 7, Alcala de Henares, Comunidad de Madrid, España;{"patatas": "excellent", "s\u00e1ndwiches": "excellent", "hamburguesas americanas": "excellent", "hamburguesas completas": "excellent", "aperitivos": "good", "queso": "excellent", "sopa": "excellent", "beicon": "excellent", "cordero": "excellent", "marisco": "good"};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan", "Google": "4.2/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "6", "Google": "707", "Facebook": "6", "Trip": "2"};Asientos al aire libre, No hay entrega, Para llevar;{"Lunes": "07:00-23:00", "Martes": "Cerrado", "Mi\u00e9rcoles": "07:00-23:00", "Jueves": "07:00-23:00", "Viernes": "07:00-23:00", "S\u00e1bado": "07:00-23:00", "Domingo": "08:00-23:00"};patatas, sándwiches, hamburguesas americanas, hamburguesas completas, aperitivos, queso, sopa, beicon, cordero, tortitas, marisco, pescado, pinchos, rape, carne, cerdo, ensaladas, jamón, filetes, carne de vaca;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Gato Verde, Pepe Pasión, Bar - Cafeteria Marbella, Garnacha;
Macondo Café;Rango de precios por persona hasta 9 €;Española;tel:+34918775112;Calle Diego de Torres, 9, Alcala de Henares;Calle Diego de Torres, 9, Alcala de Henares, Comunidad de Madrid, España;{"tapas": "excellent", "empanadillas": "excellent", "empanadas": "excellent", "chivito": "excellent", "pescado": "excellent", "rape": "excellent", "s\u00e1ndwiches": "good", "carne": "excellent", "canap\u00e9s": "excellent", "hamburguesas americanas": "excellent"};{"Yelp": "Sin valorar a\u00fan", "Google": "4.2/5", "Facebook": "5/5"};{"Yelp": 0, "Google": "784", "Facebook": "3"};No hay entrega;{"Lunes": "07:30-02:00", "Martes": "07:30-02:00", "Mi\u00e9rcoles": "07:30-02:00", "Jueves": "07:30-02:00", "Viernes": "07:30-02:00", "S\u00e1bado": "07:30-02:00", "Domingo": "08:30-00:00"};tapas, empanadillas, empanadas, chivito, pescado, rape, sándwiches, carne, canapés, hamburguesas americanas, pizza, chorizo, tortilla de patata, hamburguesas completas, pinchos, cerveza de trigo, pollo, sándwich de pollo, sándwiches de pollo, aves de corral;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Gato Verde, Garnacha, La Calzada de Alcala, El Rincón;
Restaurant Acasa Alcala;Rango de precios por persona hasta 9 €;;tel:+34918816016;de, Av. Daganzo, 21, Alcala de Henares;de, Av. Daganzo, 21, Alcala de Henares, Comunidad de Madrid, España;{"rape": "excellent", "pescado": "good", "pavo": "excellent", "carne": "normal", "kebabs": "good", "patatas fritas": "good", "polenta": "good", "carne de vaca": "normal", "sopa": "normal", "entrecote": "normal"};{"Google": "4.2/5", "Facebook": "Sin valorar a\u00fan"};{"Google": "704", "Facebook": 0};Tarjetas de crédito aceptadas, No hay entrega, Asientos al aire libre, Para llevar, Reserva;{"Lunes": "Cerrado", "Martes": "13:00-17:00", "Mi\u00e9rcoles": "13:00-17:00", "Jueves": "13:00-17:00", "Viernes": "13:00-23:00", "S\u00e1bado": "13:00-23:00", "Domingo": "13:00-23:00"};rape, pescado, pavo, carne, kebabs, patatas fritas, donuts, yogur, carne de vaca, sopa, entrecote, filetes, patatas, queso, beicon, cerdo, dorada, cordero, helado, helados, la salsa;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Delicias Comida Casera, Como en Casa - Comida para llevar, El Rincón del Gallego, La Eskina;http://www.restaurantacasa.com/
CAFETERIA 21;Rango de precios por persona hasta 9 €;;tel:+34627329406;Av. de León, N°1, Alcala de Henares;Av. de León, N°1, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "excellent", "desayuno": "normal", "laing": "excellent", "ma\u00edz": "excellent", "pan de ma\u00edz": "excellent", "pan con tomate": "excellent", "tostada": "excellent", "aperitivos": "good", "salmorejo": "good", "sopa": "good", "tapas": "excellent"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.5/5", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": 0, "Google": "110", "Facebook": 0};No hay entrega, Asientos al aire libre, Para llevar;{"Lunes": "08:00-23:00", "Martes": "08:00-23:00", "Mi\u00e9rcoles": "08:00-23:00", "Jueves": "08:00-23:00", "Viernes": "08:00-23:00", "S\u00e1bado": "08:00-23:00", "Domingo": "08:00-23:00"};laing, maíz, pan de maíz, pan con tomate, aperitivos, salmorejo, sopa, tapas, carne, pescado, rape, patatas, cerdo, queso;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Indalo Lope de Figueroa, Churreria Asturias, Trendy Bar, Blanco’s;
El brasero de Rusty;;;tel:+34919214770;C. Mayor, 5, Alcala de Henares;C. Mayor, 5, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "excellent", "marisco": "excellent", "laing": "good", "costillas": "excellent", "venado": "excellent", "grillades": "excellent", "carne a la brasa": "excellent", "s\u00e1ndwiches": "excellent", "torreznos": "excellent", "filetes": "good", "pollo": "good"};{"Google": "4.3/5"};{"Google": "109"};Entrega, Asientos al aire libre, Para llevar;{"Lunes": "12:00-17:00, 20:00-00:00", "Martes": "12:00-17:00, 20:00-00:00", "Mi\u00e9rcoles": "12:00-17:00, 20:00-00:00", "Jueves": "12:00-17:00, 20:00-00:00", "Viernes": "12:00-17:00, 20:00-00:00", "S\u00e1bado": "12:00-17:00, 20:00-00:00", "Domingo": "12:00-17:00, 20:00-00:00"};marisco, laing, costillas, venado, carne a la brasa, sándwiches, torreznos, filetes, pollo, aves de corral, salchichas, chistorra, chuletón, empanadas, ensaladas, parrillada, pulpo, carne;comida para llevar, pedir comida a domicilio, estupenda ubicación, desayuno, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Bar Elena Vermuteria, KON FU, Pizza Seba, Ali Baba kebab house;
Bar La Mezquita;Rango de precios por persona hasta 9 €;;tel:+34916807143;Calle Francisco de Toledo, 7, Alcala de Henares;Calle Francisco de Toledo, 7, Alcala de Henares, Comunidad de Madrid, España;{"aperitivos": "excellent", "laing": "excellent", "hamburguesas completas": "excellent", "aves de corral": "excellent", "carne de pollo": "excellent", "caracoles": "excellent", "pollo": "excellent", "hamburguesas americanas": "excellent", "carne": "excellent", "pinchos": "good"};{"Google": "4.4/5", "Facebook": "Sin valorar a\u00fan"};{"Google": "89", "Facebook": 0};No hay entrega, Para llevar;{"Lunes": "Cerrado", "Martes": "09:00-23:00", "Mi\u00e9rcoles": "09:00-23:00", "Jueves": "09:00-23:00", "Viernes": "09:00-23:00", "S\u00e1bado": "09:00-23:00", "Domingo": "09:00-23:00"};aperitivos, laing, hamburguesas completas, aves de corral, caracoles, pollo, hamburguesas americanas, carne, pinchos, tapas, empanadas, pescado, rape, patatas;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Restaurante La Familia, Aires Criollos Parrilla, Pastelería Panadería Yolmar, El Campeón Pollo Asado Comida Colombiana;
Gurugu;Rango de precios por persona 9 €-22 €;Mediterránea, Española;tel:+34918810382;Carretera Pastrana, Km 5, Alcala de Henares;Carretera Pastrana, Km 5, Alcala de Henares, Comunidad de Madrid, España, 28810;{};{"Facebook": "5/5", "Trip": "4.7/5"};{"Facebook": "1", "Trip": "17"};Tarjetas de crédito aceptadas, Reserva;{"Lunes": "12:00-22:00", "Martes": "12:00-22:00", "Mi\u00e9rcoles": "12:00-22:00", "Jueves": "12:00-22:00", "Viernes": "12:00-23:59", "S\u00e1bado": "12:00-23:59", "Domingo": "12:00-22:00"};filetes, entrecote, chuletas, morcilla, jamón, queso, carne de vaca, cerdo, carne, cochinillo, lasaña, helado, entrantes, marisco, bacalao, chorizo, cordero, pescado, salchichas, guacamole, pulpo, gambas;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;RefugiO PatagoniA, BrasBeer, CASA DE CASTILLA Y LEON, Terraza Kiosko El Parke;
